constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id
dl_0,2,,,
dl_0,47,West_exit,47,31
dl_0,45,East_exit,45,31
dl_0,46,East_exit,46,31
dl_1,2,,,
dl_1,56,East_exit,56,38
dl_1,57,West_exit,57,38
dl_1,58,West_exit,58,38
dl_2,2,,,
dl_2,59,East_exit,59,40
dl_2,60,West_exit,60,40
dl_2,61,West_exit,61,40
dl_3,3,,,
dl_3,3,West_exit,3,2
dl_3,4,East_exit,4,3
dl_3,5,West_exit,5,3
dl_3,2,East_exit,2,2
dl_4,2,,,
dl_4,8,East_exit,8,6
dl_4,9,West_exit,9,6
dl_4,10,West_exit,10,6
dl_5,2,,,
dl_5,11,East_exit,11,8
dl_5,12,West_exit,12,8
dl_5,13,West_exit,13,8
dl_6,2,,,
dl_6,14,East_exit,14,10
dl_6,15,West_exit,15,10
dl_6,16,West_exit,16,10
dl_7,3,,,
dl_7,54,East_exit,54,37
dl_7,55,West_exit,55,36
dl_7,56,West_exit,56,37
dl_7,53,East_exit,53,36
dl_8,3,,,
dl_8,51,West_exit,51,34
dl_8,52,East_exit,52,35
dl_8,50,East_exit,50,34
dl_8,53,West_exit,53,35
dl_9,5,,,
dl_9,54,East_exit,54,37
dl_9,55,West_exit,55,36
dl_9,56,West_exit,56,37
dl_9,51,West_exit,51,34
dl_9,52,East_exit,52,35
dl_9,50,East_exit,50,34
dl_10,4,,,
dl_10,54,East_exit,54,37
dl_10,55,West_exit,55,36
dl_10,53,East_exit,53,36
dl_10,57,West_exit,57,38
dl_10,58,West_exit,58,38
dl_11,6,,,
dl_11,54,East_exit,54,37
dl_11,55,West_exit,55,36
dl_11,51,West_exit,51,34
dl_11,52,East_exit,52,35
dl_11,50,East_exit,50,34
dl_11,57,West_exit,57,38
dl_11,58,West_exit,58,38
dl_12,3,,,
dl_12,60,East_exit,60,41
dl_12,61,West_exit,61,40
dl_12,59,East_exit,59,40
dl_12,62,West_exit,62,41
dl_13,3,,,
dl_13,57,East_exit,57,39
dl_13,58,West_exit,58,38
dl_13,56,East_exit,56,38
dl_13,59,West_exit,59,39
dl_14,2,,,
dl_14,50,West_exit,50,33
dl_14,48,East_exit,48,33
dl_14,49,East_exit,49,33
dl_15,3,,,
dl_15,6,West_exit,6,4
dl_15,7,East_exit,7,5
dl_15,5,East_exit,5,4
dl_15,8,West_exit,8,5
dl_16,2,,,
dl_16,17,West_exit,17,11
dl_16,15,East_exit,15,11
dl_16,16,East_exit,16,11
dl_17,3,,,
dl_17,21,East_exit,21,15
dl_17,22,West_exit,22,14
dl_17,20,East_exit,20,14
dl_17,23,West_exit,23,15
dl_18,3,,,
dl_18,3,East_exit,3,3
dl_18,4,West_exit,4,2
dl_18,5,West_exit,5,3
dl_18,2,East_exit,2,2
dl_19,2,,,
dl_19,38,East_exit,38,26
dl_19,39,West_exit,39,26
dl_19,40,West_exit,40,26
dl_20,2,,,
dl_20,20,West_exit,20,13
dl_20,18,East_exit,18,13
dl_20,19,East_exit,19,13
dl_21,2,,,
dl_21,29,West_exit,29,19
dl_21,27,East_exit,27,19
dl_21,28,East_exit,28,19
dl_22,2,,,
dl_22,26,West_exit,26,17
dl_22,24,East_exit,24,17
dl_22,25,East_exit,25,17
dl_23,3,,,
dl_23,6,East_exit,6,5
dl_23,7,West_exit,7,4
dl_23,5,East_exit,5,4
dl_23,8,West_exit,8,5
dl_24,2,,,
dl_24,44,West_exit,44,29
dl_24,42,East_exit,42,29
dl_24,43,East_exit,43,29
dl_25,2,,,
dl_25,26,East_exit,26,18
dl_25,27,West_exit,27,18
dl_25,28,West_exit,28,18
