constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id
dl_0,3,,,
dl_0,3,East_exit,3,3
dl_0,4,West_exit,4,2
dl_0,5,West_exit,5,3
dl_0,2,East_exit,2,2
dl_1,2,,,
dl_1,50,West_exit,50,33
dl_1,48,East_exit,48,33
dl_1,49,East_exit,49,33
dl_2,2,,,
dl_2,59,East_exit,59,40
dl_2,60,West_exit,60,40
dl_2,61,West_exit,61,40
dl_3,2,,,
dl_3,56,East_exit,56,38
dl_3,57,West_exit,57,38
dl_3,58,West_exit,58,38
dl_4,3,,,
dl_4,6,West_exit,6,4
dl_4,7,East_exit,7,5
dl_4,8,West_exit,8,5
dl_4,5,East_exit,5,4
dl_5,3,,,
dl_5,57,West_exit,57,38
dl_5,58,East_exit,58,39
dl_5,59,West_exit,59,39
dl_5,56,East_exit,56,38
dl_6,3,,,
dl_6,60,East_exit,60,41
dl_6,61,West_exit,61,40
dl_6,59,East_exit,59,40
dl_6,62,West_exit,62,41
dl_7,3,,,
dl_7,57,East_exit,57,39
dl_7,58,West_exit,58,38
dl_7,56,East_exit,56,38
dl_7,59,West_exit,59,39
dl_8,2,,,
dl_8,26,East_exit,26,18
dl_8,27,West_exit,27,18
dl_8,28,West_exit,28,18
dl_9,2,,,
dl_9,44,West_exit,44,29
dl_9,42,East_exit,42,29
dl_9,43,East_exit,43,29
dl_10,2,,,
dl_10,29,West_exit,29,19
dl_10,27,East_exit,27,19
dl_10,28,East_exit,28,19
dl_11,2,,,
dl_11,47,East_exit,47,32
dl_11,48,West_exit,48,32
dl_11,49,West_exit,49,32
dl_12,2,,,
dl_12,17,West_exit,17,11
dl_12,15,East_exit,15,11
dl_12,16,East_exit,16,11
dl_13,2,,,
dl_13,26,West_exit,26,17
dl_13,24,East_exit,24,17
dl_13,25,East_exit,25,17
