constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id
dl_0,2,,,
dl_0,14,West_exit,14,9
dl_0,12,East_exit,12,9
dl_0,13,East_exit,13,9
dl_1,2,,,
dl_1,8,West_exit,8,5
dl_1,6,East_exit,6,5
dl_1,7,East_exit,7,5
dl_2,3,,,
dl_2,3,West_exit,3,2
dl_2,4,East_exit,4,3
dl_2,5,West_exit,5,3
dl_2,2,East_exit,2,2
dl_3,2,,,
dl_3,11,West_exit,11,7
dl_3,9,East_exit,9,7
dl_3,10,East_exit,10,7
dl_4,3,,,
dl_4,15,East_exit,15,11
dl_4,16,West_exit,16,10
dl_4,14,East_exit,14,10
dl_4,17,West_exit,17,11
dl_5,2,,,
dl_5,11,East_exit,11,8
dl_5,12,West_exit,12,8
dl_5,13,West_exit,13,8
dl_6,2,,,
dl_6,14,East_exit,14,10
dl_6,15,West_exit,15,10
dl_6,16,West_exit,16,10
dl_7,3,,,
dl_7,6,West_exit,6,4
dl_7,7,East_exit,7,5
dl_7,8,West_exit,8,5
dl_7,5,East_exit,5,4
dl_8,2,,,
dl_8,5,West_exit,5,3
dl_8,3,East_exit,3,3
dl_8,4,East_exit,4,3
dl_9,3,,,
dl_9,6,East_exit,6,5
dl_9,7,West_exit,7,4
dl_9,5,East_exit,5,4
dl_9,8,West_exit,8,5
dl_10,3,,,
dl_10,15,West_exit,15,10
dl_10,16,East_exit,16,11
dl_10,14,East_exit,14,10
dl_10,17,West_exit,17,11
dl_11,2,,,
dl_11,5,East_exit,5,4
dl_11,6,West_exit,6,4
dl_11,7,West_exit,7,4
dl_12,2,,,
dl_12,8,East_exit,8,6
dl_12,9,West_exit,9,6
dl_12,10,West_exit,10,6
dl_13,3,,,
dl_13,12,East_exit,12,9
dl_13,13,West_exit,13,8
dl_13,11,East_exit,11,8
dl_13,14,West_exit,14,9
dl_14,3,,,
dl_14,9,East_exit,9,7
dl_14,10,West_exit,10,6
dl_14,8,East_exit,8,6
dl_14,11,West_exit,11,7
dl_15,5,,,
dl_15,9,East_exit,9,7
dl_15,10,West_exit,10,6
dl_15,11,West_exit,11,7
dl_15,6,West_exit,6,4
dl_15,7,East_exit,7,5
dl_15,5,East_exit,5,4
dl_16,5,,,
dl_16,6,West_exit,6,4
dl_16,7,East_exit,7,5
dl_16,8,West_exit,8,5
dl_16,3,West_exit,3,2
dl_16,4,East_exit,4,3
dl_16,2,East_exit,2,2
dl_17,7,,,
dl_17,9,East_exit,9,7
dl_17,10,West_exit,10,6
dl_17,11,West_exit,11,7
dl_17,6,West_exit,6,4
dl_17,7,East_exit,7,5
dl_17,3,West_exit,3,2
dl_17,4,East_exit,4,3
dl_17,2,East_exit,2,2
dl_18,5,,,
dl_18,9,East_exit,9,7
dl_18,10,West_exit,10,6
dl_18,8,East_exit,8,6
dl_18,12,East_exit,12,9
dl_18,13,West_exit,13,8
dl_18,14,West_exit,14,9
dl_19,7,,,
dl_19,9,East_exit,9,7
dl_19,10,West_exit,10,6
dl_19,12,East_exit,12,9
dl_19,13,West_exit,13,8
dl_19,14,West_exit,14,9
dl_19,6,West_exit,6,4
dl_19,7,East_exit,7,5
dl_19,5,East_exit,5,4
dl_20,9,,,
dl_20,9,East_exit,9,7
dl_20,10,West_exit,10,6
dl_20,12,East_exit,12,9
dl_20,13,West_exit,13,8
dl_20,14,West_exit,14,9
dl_20,6,West_exit,6,4
dl_20,7,East_exit,7,5
dl_20,3,West_exit,3,2
dl_20,4,East_exit,4,3
dl_20,2,East_exit,2,2
dl_21,3,,,
dl_21,3,East_exit,3,3
dl_21,4,West_exit,4,2
dl_21,2,East_exit,2,2
dl_21,5,West_exit,5,3
dl_22,3,,,
dl_22,12,West_exit,12,8
dl_22,13,East_exit,13,9
dl_22,14,West_exit,14,9
dl_22,11,East_exit,11,8
dl_23,2,,,
dl_23,17,West_exit,17,11
dl_23,15,East_exit,15,11
dl_23,16,East_exit,16,11
