constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id
dl_0,3,,,
dl_0,6,West_exit,6,4
dl_0,7,East_exit,7,5
dl_0,8,West_exit,8,5
dl_0,5,East_exit,5,4
dl_1,3,,,
dl_1,9,West_exit,9,6
dl_1,10,East_exit,10,7
dl_1,11,West_exit,11,7
dl_1,8,East_exit,8,6
dl_2,3,,,
dl_2,3,East_exit,3,3
dl_2,4,West_exit,4,2
dl_2,2,East_exit,2,2
dl_2,5,West_exit,5,3
dl_3,3,,,
dl_3,15,West_exit,15,10
dl_3,16,East_exit,16,11
dl_3,14,East_exit,14,10
dl_3,17,West_exit,17,11
dl_4,2,,,
dl_4,8,East_exit,8,6
dl_4,9,West_exit,9,6
dl_4,10,West_exit,10,6
dl_5,3,,,
dl_5,3,West_exit,3,2
dl_5,4,East_exit,4,3
dl_5,5,West_exit,5,3
dl_5,2,East_exit,2,2
dl_6,2,,,
dl_6,14,West_exit,14,9
dl_6,12,East_exit,12,9
dl_6,13,East_exit,13,9
dl_7,2,,,
dl_7,8,West_exit,8,5
dl_7,6,East_exit,6,5
dl_7,7,East_exit,7,5
dl_8,2,,,
dl_8,5,West_exit,5,3
dl_8,3,East_exit,3,3
dl_8,4,East_exit,4,3
dl_9,3,,,
dl_9,12,West_exit,12,8
dl_9,13,East_exit,13,9
dl_9,14,West_exit,14,9
dl_9,11,East_exit,11,8
dl_10,3,,,
dl_10,6,East_exit,6,5
dl_10,7,West_exit,7,4
dl_10,5,East_exit,5,4
dl_10,8,West_exit,8,5
dl_11,3,,,
dl_11,15,East_exit,15,11
dl_11,16,West_exit,16,10
dl_11,14,East_exit,14,10
dl_11,17,West_exit,17,11
dl_12,2,,,
dl_12,14,East_exit,14,10
dl_12,15,West_exit,15,10
dl_12,16,West_exit,16,10
dl_13,3,,,
dl_13,12,East_exit,12,9
dl_13,13,West_exit,13,8
dl_13,11,East_exit,11,8
dl_13,14,West_exit,14,9
dl_14,5,,,
dl_14,12,East_exit,12,9
dl_14,13,West_exit,13,8
dl_14,11,East_exit,11,8
dl_14,15,East_exit,15,11
dl_14,16,West_exit,16,10
dl_14,17,West_exit,17,11
dl_15,2,,,
dl_15,11,West_exit,11,7
dl_15,9,East_exit,9,7
dl_15,10,East_exit,10,7
dl_16,2,,,
dl_16,11,East_exit,11,8
dl_16,12,West_exit,12,8
dl_16,13,West_exit,13,8
dl_17,5,,,
dl_17,9,West_exit,9,6
dl_17,10,East_exit,10,7
dl_17,11,West_exit,11,7
dl_17,6,West_exit,6,4
dl_17,7,East_exit,7,5
dl_17,5,East_exit,5,4
dl_18,4,,,
dl_18,6,West_exit,6,4
dl_18,7,East_exit,7,5
dl_18,8,West_exit,8,5
dl_18,3,East_exit,3,3
dl_18,4,East_exit,4,3
dl_19,6,,,
dl_19,9,West_exit,9,6
dl_19,10,East_exit,10,7
dl_19,11,West_exit,11,7
dl_19,6,West_exit,6,4
dl_19,7,East_exit,7,5
dl_19,3,East_exit,3,3
dl_19,4,East_exit,4,3
dl_20,5,,,
dl_20,6,West_exit,6,4
dl_20,7,East_exit,7,5
dl_20,8,West_exit,8,5
dl_20,3,West_exit,3,2
dl_20,4,East_exit,4,3
dl_20,2,East_exit,2,2
dl_21,3,,,
dl_21,9,East_exit,9,7
dl_21,10,West_exit,10,6
dl_21,8,East_exit,8,6
dl_21,11,West_exit,11,7
dl_22,5,,,
dl_22,3,East_exit,3,3
