constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id,min_length,max_length
dl_0,2,,,,,
dl_0,24,Gowrie_exit,24,20,0.44,0
dl_0,26,exit_to_Brisbane,26,20,0.44,0
dl_0,25,exit_to_Brisbane,25,20,0.44,0
dl_1,2,,,,,
dl_1,24,Wyreema_exit,24,20,0.44,0
dl_1,26,exit_to_Brisbane,26,20,0.44,0
dl_1,25,exit_to_Brisbane,25,20,0.44,0
dl_2,2,,,,,
dl_2,15,exit_to_Brisbane,15,2,0.44,0
dl_2,2,Gowrie_exit,2,2,0.44,0
dl_2,1,Wyreema_exit,1,2,0.44,0
dl_3,1,,,,,
dl_3,31,Gowrie_exit,31,26,0.44,0
dl_3,35,Wyreema_exit,35,28,0.44,0
dl_4,1,,,,,
dl_4,188,Gowrie_exit,188,147,0.44,0
dl_4,35,Wyreema_exit,35,28,0.44,0
dl_5,1,,,,,
dl_5,35,exit_to_Brisbane,35,28,0.44,0
dl_5,28,Gowrie_exit,28,23,0.44,0
dl_6,3,,,,,
dl_6,27,exit_to_Brisbane,27,21,0.44,0
dl_6,26,Gowrie_exit,26,21,0.44,0
dl_6,25,exit_to_Brisbane,25,20,0.44,0
dl_6,24,Wyreema_exit,24,20,0.44,0
dl_7,2,,,,,
dl_7,24,exit_to_Brisbane,24,19,0.44,0
dl_7,23,Gowrie_exit,23,19,0.44,0
dl_7,22,Gowrie_exit,22,19,0.44,0
dl_8,3,,,,,
dl_8,24,Gowrie_exit,24,20,0.44,0
dl_8,26,exit_to_Brisbane,26,20,0.44,0
dl_8,25,Gowrie_exit,25,21,0.44,0
dl_8,27,exit_to_Brisbane,27,21,0.44,0
dl_9,3,,,,,
dl_9,24,Gowrie_exit,24,20,0.44,0
dl_9,26,exit_to_Brisbane,26,20,0.44,0
dl_9,25,Gowrie_exit,25,21,0.44,0
dl_9,35,exit_to_Brisbane,35,28,0.44,0
dl_10,2,,,,,
dl_10,24,exit_to_Brisbane,24,19,0.44,0
dl_10,23,Wyreema_exit,23,19,0.44,0
dl_10,22,Wyreema_exit,22,19,0.44,0
dl_11,3,,,,,
dl_11,170,Wyreema_exit,170,131,0.44,0
dl_11,171,Gowrie_exit,171,131,0.44,0
dl_11,172,Wyreema_exit,172,132,0.44,0
dl_11,173,Gowrie_exit,173,132,0.44,0
dl_12,2,,,,,
dl_12,173,Gowrie_exit,173,132,0.44,0
dl_12,171,Wyreema_exit,171,132,0.44,0
dl_12,172,Wyreema_exit,172,132,0.44,0
dl_13,3,,,,,
dl_13,157,Gowrie_exit,157,119,0.44,0
dl_13,159,Gowrie_exit,159,120,0.44,0
dl_13,158,Wyreema_exit,158,119,0.44,0
dl_13,160,Wyreema_exit,160,120,0.44,0
dl_14,3,,,,,
