constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id
dl_0,3,,,
dl_0,54,East_exit,54,37
dl_0,55,West_exit,55,36
dl_0,56,West_exit,56,37
dl_0,53,East_exit,53,36
dl_1,2,,,
dl_1,59,East_exit,59,40
dl_1,60,West_exit,60,40
dl_1,61,West_exit,61,40
dl_2,2,,,
dl_2,56,East_exit,56,38
dl_2,57,West_exit,57,38
dl_2,58,West_exit,58,38
dl_3,3,,,
dl_3,57,East_exit,57,39
dl_3,58,West_exit,58,38
dl_3,56,East_exit,56,38
dl_3,59,West_exit,59,39
dl_4,2,,,
dl_4,47,West_exit,47,31
dl_4,45,East_exit,45,31
dl_4,46,East_exit,46,31
dl_5,2,,,
dl_5,5,East_exit,5,4
dl_5,6,West_exit,6,4
dl_5,7,West_exit,7,4
dl_6,2,,,
dl_6,8,East_exit,8,6
dl_6,9,West_exit,9,6
dl_6,10,West_exit,10,6
dl_7,3,,,
dl_7,6,East_exit,6,5
dl_7,7,West_exit,7,4
dl_7,8,West_exit,8,5
dl_7,5,East_exit,5,4
dl_8,3,,,
dl_8,6,West_exit,6,4
dl_8,7,East_exit,7,5
dl_8,8,West_exit,8,5
dl_8,5,East_exit,5,4
dl_9,3,,,
dl_9,21,West_exit,21,14
dl_9,22,East_exit,22,15
dl_9,23,West_exit,23,15
dl_9,20,East_exit,20,14
dl_10,3,,,
dl_10,24,East_exit,24,17
dl_10,25,West_exit,25,16
dl_10,23,East_exit,23,16
dl_10,26,West_exit,26,17
dl_11,2,,,
dl_11,32,West_exit,32,21
dl_11,30,East_exit,30,21
dl_11,31,East_exit,31,21
dl_12,3,,,
dl_12,3,West_exit,3,2
dl_12,4,East_exit,4,3
dl_12,5,West_exit,5,3
dl_12,2,East_exit,2,2
dl_13,2,,,
dl_13,50,West_exit,50,33
dl_13,48,East_exit,48,33
dl_13,49,East_exit,49,33
dl_14,3,,,
dl_14,51,East_exit,51,35
dl_14,52,West_exit,52,34
dl_14,50,East_exit,50,34
dl_14,53,West_exit,53,35
dl_15,3,,,
dl_15,60,East_exit,60,41
dl_15,61,West_exit,61,40
dl_15,59,East_exit,59,40
dl_15,62,West_exit,62,41
dl_16,2,,,
dl_16,11,East_exit,11,8
dl_16,12,West_exit,12,8
dl_16,13,West_exit,13,8
dl_17,2,,,
dl_17,14,West_exit,14,9
dl_17,12,East_exit,12,9
dl_17,13,East_exit,13,9
dl_18,2,,,
dl_18,20,West_exit,20,13
dl_18,18,East_exit,18,13
dl_18,19,East_exit,19,13
dl_19,3,,,
dl_19,36,East_exit,36,25
dl_19,37,West_exit,37,24
dl_19,35,East_exit,35,24
dl_19,38,West_exit,38,25
dl_20,2,,,
dl_20,17,West_exit,17,11
dl_20,15,East_exit,15,11
dl_20,16,East_exit,16,11
dl_21,2,,,
dl_21,11,West_exit,11,7
dl_21,9,East_exit,9,7
dl_21,10,East_exit,10,7
dl_22,2,,,
dl_22,8,West_exit,8,5
dl_22,6,East_exit,6,5
dl_22,7,East_exit,7,5
dl_23,2,,,
dl_23,5,West_exit,5,3
dl_23,3,East_exit,3,3
dl_23,4,East_exit,4,3
dl_24,3,,,
dl_24,9,West_exit,9,6
dl_24,10,East_exit,10,7
dl_24,11,West_exit,11,7
dl_24,8,East_exit,8,6
dl_25,5,,,
dl_25,9,West_exit,9,6
dl_25,10,East_exit,10,7
