constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id
dl_0,2,,,
dl_0,38,West_exit,38,25
dl_0,36,East_exit,36,25
dl_0,37,East_exit,37,25
dl_1,2,,,
dl_1,44,West_exit,44,29
dl_1,42,East_exit,42,29
dl_1,43,East_exit,43,29
dl_2,2,,,
dl_2,32,West_exit,32,21
dl_2,30,East_exit,30,21
dl_2,31,East_exit,31,21
dl_3,2,,,
dl_3,5,West_exit,5,3
dl_3,3,East_exit,3,3
dl_3,4,East_exit,4,3
dl_4,3,,,
dl_4,3,West_exit,3,2
dl_4,4,East_exit,4,3
dl_4,5,West_exit,5,3
dl_4,2,East_exit,2,2
dl_5,3,,,
dl_5,6,West_exit,6,4
dl_5,7,East_exit,7,5
dl_5,8,West_exit,8,5
dl_5,5,East_exit,5,4
dl_6,3,,,
dl_6,9,West_exit,9,6
dl_6,10,East_exit,10,7
dl_6,11,West_exit,11,7
dl_6,8,East_exit,8,6
dl_7,3,,,
dl_7,12,West_exit,12,8
dl_7,13,East_exit,13,9
dl_7,14,West_exit,14,9
dl_7,11,East_exit,11,8
dl_8,3,,,
dl_8,15,West_exit,15,10
dl_8,16,East_exit,16,11
dl_8,17,West_exit,17,11
dl_8,14,East_exit,14,10
dl_9,3,,,
dl_9,18,West_exit,18,12
dl_9,19,East_exit,19,13
dl_9,20,West_exit,20,13
dl_9,17,East_exit,17,12
dl_10,3,,,
dl_10,21,West_exit,21,14
dl_10,22,East_exit,22,15
dl_10,23,West_exit,23,15
dl_10,20,East_exit,20,14
dl_11,3,,,
dl_11,24,West_exit,24,16
dl_11,25,East_exit,25,17
dl_11,26,West_exit,26,17
dl_11,23,East_exit,23,16
dl_12,3,,,
dl_12,27,West_exit,27,18
dl_12,28,East_exit,28,19
dl_12,29,West_exit,29,19
dl_12,26,East_exit,26,18
dl_13,3,,,
dl_13,30,West_exit,30,20
dl_13,31,East_exit,31,21
dl_13,32,West_exit,32,21
dl_13,29,East_exit,29,20
dl_14,3,,,
dl_14,33,West_exit,33,22
dl_14,34,East_exit,34,23
dl_14,35,West_exit,35,23
dl_14,32,East_exit,32,22
dl_15,3,,,
dl_15,36,West_exit,36,24
dl_15,37,East_exit,37,25
dl_15,38,West_exit,38,25
dl_15,35,East_exit,35,24
dl_16,3,,,
dl_16,39,West_exit,39,26
dl_16,40,East_exit,40,27
dl_16,41,West_exit,41,27
dl_16,38,East_exit,38,26
dl_17,3,,,
dl_17,42,West_exit,42,28
dl_17,43,East_exit,43,29
dl_17,44,West_exit,44,29
dl_17,41,East_exit,41,28
dl_18,2,,,
dl_18,17,West_exit,17,11
dl_18,15,East_exit,15,11
dl_18,16,East_exit,16,11
dl_19,3,,,
dl_19,45,West_exit,45,30
dl_19,46,East_exit,46,31
dl_19,47,West_exit,47,31
dl_19,44,East_exit,44,30
dl_20,2,,,
dl_20,14,West_exit,14,9
dl_20,12,East_exit,12,9
dl_20,13,East_exit,13,9
dl_21,2,,,
dl_21,8,West_exit,8,5
dl_21,6,East_exit,6,5
dl_21,7,East_exit,7,5
dl_22,5,,,
dl_22,9,West_exit,9,6
dl_22,10,East_exit,10,7
dl_22,11,West_exit,11,7
dl_22,6,West_exit,6,4
dl_22,7,East_exit,7,5
dl_22,5,East_exit,5,4
dl_23,2,,,
dl_23,41,West_exit,41,27
dl_23,39,East_exit,39,27
dl_23,40,East_exit,40,27
dl_24,2,,,
dl_24,35,West_exit,35,23
dl_24,33,East_exit,33,23
dl_24,34,East_exit,34,23
dl_25,2,,,
dl_25,29,West_exit,29,19
dl_25,27,East_exit,27,19
dl_25,28,East_exit,28,19
dl_26,2,,,
dl_26,26,West_exit,26,17
dl_26,24,East_exit,24,17
dl_26,25,East_exit,25,17
dl_27,2,,,
dl_27,20,West_exit,20,13
dl_27,18,East_exit,18,13
dl_27,19,East_exit,19,13
dl_28,2,,,
dl_28,11,West_exit,11,7
dl_28,9,East_exit,9,7
dl_28,10,East_exit,10,7
dl_29,2,,,
dl_29,38,East_exit,38,26
dl_29,39,West_exit,39,26
dl_29,40,West_exit,40,26
dl_30,2,,,
dl_30,14,East_exit,14,10
dl_30,15,West_exit,15,10
dl_30,16,West_exit,16,10
dl_31,3,,,
dl_31,3,East_exit,3,3
dl_31,4,West_exit,4,2
dl_31,2,East_exit,2,2
dl_31,5,West_exit,5,3
dl_32,3,,,
dl_32,6,East_exit,6,5
dl_32,7,West_exit,7,4
dl_32,5,East_exit,5,4
dl_32,8,West_exit,8,5
dl_33,5,,,
dl_33,6,West_exit,6,4
dl_33,7,East_exit,7,5
dl_33,8,West_exit,8,5
dl_33,3,West_exit,3,2
dl_33,4,East_exit,4,3
dl_33,2,East_exit,2,2
dl_34,7,,,
dl_34,9,West_exit,9,6
dl_34,10,East_exit,10,7
dl_34,11,West_exit,11,7
dl_34,6,West_exit,6,4
dl_34,7,East_exit,7,5
dl_34,3,West_exit,3,2
dl_34,4,East_exit,4,3
dl_34,2,East_exit,2,2
dl_35,2,,,
dl_35,17,East_exit,17,12
dl_35,18,West_exit,18,12
dl_35,19,West_exit,19,12
dl_36,2,,,
dl_36,35,East_exit,35,24
dl_36,36,West_exit,36,24
dl_36,37,West_exit,37,24
dl_37,2,,,
dl_37,26,East_exit,26,18
dl_37,27,West_exit,27,18
dl_37,28,West_exit,28,18
dl_38,3,,,
dl_38,15,East_exit,15,11
dl_38,16,West_exit,16,10
dl_38,14,East_exit,14,10
dl_38,17,West_exit,17,11
dl_39,3,,,
dl_39,21,East_exit,21,15
dl_39,22,West_exit,22,14
dl_39,20,East_exit,20,14
dl_39,23,West_exit,23,15
dl_40,3,,,
dl_40,45,East_exit,45,31
dl_40,46,West_exit,46,30
dl_40,44,East_exit,44,30
dl_40,47,West_exit,47,31
dl_41,2,,,
dl_41,23,East_exit,23,16
dl_41,24,West_exit,24,16
dl_41,25,West_exit,25,16
dl_42,2,,,
dl_42,11,East_exit,11,8
dl_42,12,West_exit,12,8
dl_42,13,West_exit,13,8
dl_43,2,,,
dl_43,23,West_exit,23,15
dl_43,21,East_exit,21,15
dl_43,22,East_exit,22,15
dl_44,3,,,
dl_44,9,East_exit,9,7
dl_44,10,West_exit,10,6
dl_44,8,East_exit,8,6
dl_44,11,West_exit,11,7
dl_45,5,,,
dl_45,39,West_exit,39,26
dl_45,40,East_exit,40,27
dl_45,41,West_exit,41,27
dl_45,36,West_exit,36,24
dl_45,37,East_exit,37,25
dl_45,35,East_exit,35,24
dl_46,4,,,
dl_46,6,West_exit,6,4
dl_46,7,East_exit,7,5
dl_46,8,West_exit,8,5
dl_46,3,East_exit,3,3
dl_46,4,East_exit,4,3
dl_47,6,,,
dl_47,9,West_exit,9,6
dl_47,10,East_exit,10,7
dl_47,11,West_exit,11,7
dl_47,6,West_exit,6,4
dl_47,7,East_exit,7,5
dl_47,3,East_exit,3,3
dl_47,4,East_exit,4,3
dl_48,5,,,
dl_48,33,West_exit,33,22
dl_48,34,East_exit,34,23
dl_48,35,West_exit,35,23
dl_48,30,West_exit,30,20
dl_48,31,East_exit,31,21
dl_48,29,East_exit,29,20
dl_49,3,,,
dl_49,18,East_exit,18,13
