constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id
dl_0,2,,,
dl_0,32,West_exit,32,21
dl_0,30,East_exit,30,21
dl_0,31,East_exit,31,21
dl_1,3,,,
dl_1,18,West_exit,18,12
dl_1,19,East_exit,19,13
dl_1,17,East_exit,17,12
dl_1,20,West_exit,20,13
dl_2,2,,,
dl_2,29,West_exit,29,19
dl_2,27,East_exit,27,19
dl_2,28,East_exit,28,19
dl_3,2,,,
dl_3,26,West_exit,26,17
dl_3,24,East_exit,24,17
dl_3,25,East_exit,25,17
dl_4,3,,,
dl_4,27,West_exit,27,18
dl_4,28,East_exit,28,19
dl_4,29,West_exit,29,19
dl_4,26,East_exit,26,18
dl_5,3,,,
dl_5,3,East_exit,3,3
dl_5,4,West_exit,4,2
dl_5,5,West_exit,5,3
dl_5,2,East_exit,2,2
dl_6,2,,,
dl_6,20,West_exit,20,13
dl_6,18,East_exit,18,13
dl_6,19,East_exit,19,13
dl_7,3,,,
dl_7,3,West_exit,3,2
dl_7,4,East_exit,4,3
dl_7,5,West_exit,5,3
dl_7,2,East_exit,2,2
dl_8,2,,,
dl_8,8,West_exit,8,5
dl_8,6,East_exit,6,5
dl_8,7,East_exit,7,5
dl_9,2,,,
dl_9,23,West_exit,23,15
dl_9,21,East_exit,21,15
dl_9,22,East_exit,22,15
dl_10,2,,,
dl_10,17,West_exit,17,11
dl_10,15,East_exit,15,11
dl_10,16,East_exit,16,11
dl_11,3,,,
dl_11,21,West_exit,21,14
dl_11,22,East_exit,22,15
dl_11,23,West_exit,23,15
dl_11,20,East_exit,20,14
dl_12,2,,,
dl_12,5,East_exit,5,4
dl_12,6,West_exit,6,4
dl_12,7,West_exit,7,4
dl_13,3,,,
dl_13,30,West_exit,30,20
dl_13,31,East_exit,31,21
dl_13,29,East_exit,29,20
dl_13,32,West_exit,32,21
dl_14,2,,,
dl_14,8,East_exit,8,6
dl_14,9,West_exit,9,6
dl_14,10,West_exit,10,6
dl_15,3,,,
dl_15,21,East_exit,21,15
dl_15,22,West_exit,22,14
dl_15,20,East_exit,20,14
dl_15,23,West_exit,23,15
dl_16,3,,,
dl_16,6,West_exit,6,4
dl_16,7,East_exit,7,5
dl_16,8,West_exit,8,5
dl_16,5,East_exit,5,4
dl_17,2,,,
dl_17,14,East_exit,14,10
dl_17,15,West_exit,15,10
dl_17,16,West_exit,16,10
dl_18,3,,,
dl_18,6,East_exit,6,5
dl_18,7,West_exit,7,4
dl_18,5,East_exit,5,4
dl_18,8,West_exit,8,5
dl_19,2,,,
dl_19,14,West_exit,14,9
dl_19,12,East_exit,12,9
dl_19,13,East_exit,13,9
dl_20,2,,,
dl_20,5,West_exit,5,3
dl_20,3,East_exit,3,3
dl_20,4,East_exit,4,3
dl_21,5,,,
dl_21,6,West_exit,6,4
dl_21,7,East_exit,7,5
dl_21,8,West_exit,8,5
dl_21,3,West_exit,3,2
dl_21,4,East_exit,4,3
dl_21,2,East_exit,2,2
dl_22,2,,,
dl_22,23,East_exit,23,16
dl_22,24,West_exit,24,16
dl_22,25,West_exit,25,16
dl_23,2,,,
dl_23,26,East_exit,26,18
dl_23,27,West_exit,27,18
dl_23,28,West_exit,28,18
dl_24,2,,,
dl_24,11,East_exit,11,8
dl_24,12,West_exit,12,8
dl_24,13,West_exit,13,8
dl_25,3,,,
dl_25,9,West_exit,9,6
dl_25,10,East_exit,10,7
dl_25,11,West_exit,11,7
dl_25,8,East_exit,8,6
dl_26,5,,,
dl_26,9,West_exit,9,6
dl_26,10,East_exit,10,7
dl_26,11,West_exit,11,7
dl_26,6,West_exit,6,4
dl_26,7,East_exit,7,5
dl_26,5,East_exit,5,4
dl_27,4,,,
dl_27,6,West_exit,6,4
dl_27,7,East_exit,7,5
dl_27,8,West_exit,8,5
dl_27,3,East_exit,3,3
dl_27,4,East_exit,4,3
dl_28,6,,,
dl_28,9,West_exit,9,6
dl_28,10,East_exit,10,7
dl_28,11,West_exit,11,7
dl_28,6,West_exit,6,4
dl_28,7,East_exit,7,5
dl_28,3,East_exit,3,3
dl_28,4,East_exit,4,3
