constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id
dl_0,3,,,
dl_0,6,West_exit,6,4
dl_0,7,East_exit,7,5
dl_0,8,West_exit,8,5
dl_0,5,East_exit,5,4
dl_1,2,,,
dl_1,44,West_exit,44,29
dl_1,42,East_exit,42,29
dl_1,43,East_exit,43,29
dl_2,3,,,
dl_2,45,West_exit,45,30
dl_2,46,East_exit,46,31
dl_2,47,West_exit,47,31
dl_2,44,East_exit,44,30
dl_3,2,,,
dl_3,47,West_exit,47,31
dl_3,45,East_exit,45,31
dl_3,46,East_exit,46,31
dl_4,2,,,
dl_4,35,East_exit,35,24
dl_4,36,West_exit,36,24
dl_4,37,West_exit,37,24
dl_5,3,,,
dl_5,3,West_exit,3,2
dl_5,4,East_exit,4,3
dl_5,5,West_exit,5,3
dl_5,2,East_exit,2,2
dl_6,2,,,
dl_6,23,East_exit,23,16
dl_6,24,West_exit,24,16
dl_6,25,West_exit,25,16
dl_7,2,,,
dl_7,26,East_exit,26,18
dl_7,27,West_exit,27,18
dl_7,28,West_exit,28,18
dl_8,2,,,
dl_8,29,West_exit,29,19
dl_8,27,East_exit,27,19
dl_8,28,East_exit,28,19
dl_9,2,,,
dl_9,8,West_exit,8,5
dl_9,6,East_exit,6,5
dl_9,7,East_exit,7,5
dl_10,2,,,
dl_10,5,West_exit,5,3
dl_10,3,East_exit,3,3
dl_10,4,East_exit,4,3
dl_11,2,,,
dl_11,41,West_exit,41,27
dl_11,39,East_exit,39,27
dl_11,40,East_exit,40,27
dl_12,2,,,
dl_12,38,West_exit,38,25
dl_12,36,East_exit,36,25
dl_12,37,East_exit,37,25
dl_13,2,,,
dl_13,20,West_exit,20,13
dl_13,18,East_exit,18,13
dl_13,19,East_exit,19,13
dl_14,2,,,
dl_14,17,West_exit,17,11
dl_14,15,East_exit,15,11
dl_14,16,East_exit,16,11
dl_15,3,,,
dl_15,45,East_exit,45,31
dl_15,46,West_exit,46,30
dl_15,44,East_exit,44,30
dl_15,47,West_exit,47,31
dl_16,2,,,
dl_16,38,East_exit,38,26
dl_16,39,West_exit,39,26
dl_16,40,West_exit,40,26
dl_17,2,,,
dl_17,26,West_exit,26,17
dl_17,24,East_exit,24,17
dl_17,25,East_exit,25,17
dl_18,3,,,
dl_18,33,East_exit,33,23
dl_18,34,West_exit,34,22
dl_18,32,East_exit,32,22
dl_18,35,West_exit,35,23
dl_19,2,,,
dl_19,14,East_exit,14,10
dl_19,15,West_exit,15,10
dl_19,16,West_exit,16,10
dl_20,2,,,
dl_20,8,East_exit,8,6
dl_20,9,West_exit,9,6
dl_20,10,West_exit,10,6
dl_21,2,,,
dl_21,14,West_exit,14,9
dl_21,12,East_exit,12,9
dl_21,13,East_exit,13,9
dl_22,3,,,
dl_22,3,East_exit,3,3
dl_22,4,West_exit,4,2
dl_22,5,West_exit,5,3
dl_22,2,East_exit,2,2
dl_23,3,,,
dl_23,24,East_exit,24,17
dl_23,25,West_exit,25,16
dl_23,23,East_exit,23,16
dl_23,26,West_exit,26,17
dl_24,2,,,
dl_24,35,West_exit,35,23
dl_24,33,East_exit,33,23
dl_24,34,East_exit,34,23
dl_25,2,,,
dl_25,11,East_exit,11,8
dl_25,12,West_exit,12,8
dl_25,13,West_exit,13,8
dl_26,3,,,
dl_26,6,East_exit,6,5
dl_26,7,West_exit,7,4
dl_26,5,East_exit,5,4
dl_26,8,West_exit,8,5
dl_27,2,,,
dl_27,5,East_exit,5,4
dl_27,6,West_exit,6,4
dl_27,7,West_exit,7,4
dl_28,2,,,
dl_28,41,East_exit,41,28
dl_28,42,West_exit,42,28
dl_28,43,West_exit,43,28
dl_29,2,,,
dl_29,44,East_exit,44,30
dl_29,45,West_exit,45,30
dl_29,46,West_exit,46,30
dl_30,3,,,
dl_30,21,East_exit,21,15
dl_30,22,West_exit,22,14
dl_30,20,East_exit,20,14
dl_30,23,West_exit,23,15
