constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id
dl_0,2,,,
dl_0,5,West_exit,5,3
dl_0,3,East_exit,3,3
dl_0,4,East_exit,4,3
dl_1,3,,,
dl_1,3,West_exit,3,2
dl_1,4,East_exit,4,3
dl_1,5,West_exit,5,3
dl_1,2,East_exit,2,2
dl_2,3,,,
dl_2,6,West_exit,6,4
dl_2,7,East_exit,7,5
dl_2,8,West_exit,8,5
dl_2,5,East_exit,5,4
dl_3,3,,,
dl_3,6,East_exit,6,5
dl_3,7,West_exit,7,4
dl_3,5,East_exit,5,4
dl_3,8,West_exit,8,5
dl_4,3,,,
dl_4,3,East_exit,3,3
dl_4,4,West_exit,4,2
dl_4,2,East_exit,2,2
dl_4,5,West_exit,5,3
