constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id
dl_0,3,,,
dl_0,45,West_exit,45,30
dl_0,46,East_exit,46,31
dl_0,44,East_exit,44,30
dl_0,47,West_exit,47,31
dl_1,2,,,
dl_1,20,West_exit,20,13
dl_1,18,East_exit,18,13
dl_1,19,East_exit,19,13
dl_2,3,,,
dl_2,6,West_exit,6,4
dl_2,7,East_exit,7,5
dl_2,8,West_exit,8,5
dl_2,5,East_exit,5,4
dl_3,2,,,
dl_3,5,West_exit,5,3
dl_3,3,East_exit,3,3
dl_3,4,East_exit,4,3
dl_4,2,,,
dl_4,44,West_exit,44,29
dl_4,42,East_exit,42,29
dl_4,43,East_exit,43,29
dl_5,2,,,
dl_5,8,West_exit,8,5
dl_5,6,East_exit,6,5
dl_5,7,East_exit,7,5
dl_6,4,,,
dl_6,6,West_exit,6,4
dl_6,7,East_exit,7,5
dl_6,8,West_exit,8,5
dl_6,3,East_exit,3,3
dl_6,4,East_exit,4,3
dl_7,2,,,
dl_7,47,West_exit,47,31
dl_7,45,East_exit,45,31
dl_7,46,East_exit,46,31
dl_8,3,,,
dl_8,45,East_exit,45,31
dl_8,46,West_exit,46,30
dl_8,44,East_exit,44,30
dl_8,47,West_exit,47,31
dl_9,2,,,
dl_9,38,West_exit,38,25
dl_9,36,East_exit,36,25
dl_9,37,East_exit,37,25
dl_10,2,,,
dl_10,14,West_exit,14,9
dl_10,12,East_exit,12,9
dl_10,13,East_exit,13,9
dl_11,2,,,
dl_11,41,West_exit,41,27
dl_11,39,East_exit,39,27
dl_11,40,East_exit,40,27
dl_12,3,,,
dl_12,9,West_exit,9,6
dl_12,10,East_exit,10,7
dl_12,11,West_exit,11,7
dl_12,8,East_exit,8,6
dl_13,3,,,
dl_13,3,East_exit,3,3
dl_13,4,West_exit,4,2
dl_13,5,West_exit,5,3
dl_13,2,East_exit,2,2
dl_14,2,,,
dl_14,14,East_exit,14,10
dl_14,15,West_exit,15,10
dl_14,16,West_exit,16,10
dl_15,3,,,
dl_15,6,East_exit,6,5
dl_15,7,West_exit,7,4
dl_15,5,East_exit,5,4
dl_15,8,West_exit,8,5
dl_16,5,,,
dl_16,9,West_exit,9,6
dl_16,10,East_exit,10,7
dl_16,11,West_exit,11,7
dl_16,6,West_exit,6,4
dl_16,7,East_exit,7,5
dl_16,5,East_exit,5,4
dl_17,6,,,
dl_17,9,West_exit,9,6
dl_17,10,East_exit,10,7
dl_17,11,West_exit,11,7
dl_17,6,West_exit,6,4
dl_17,7,East_exit,7,5
dl_17,3,East_exit,3,3
dl_17,4,East_exit,4,3
dl_18,2,,,
dl_18,26,East_exit,26,18
dl_18,27,West_exit,27,18
dl_18,28,West_exit,28,18
dl_19,2,,,
dl_19,23,East_exit,23,16
dl_19,24,West_exit,24,16
dl_19,25,West_exit,25,16
dl_20,2,,,
dl_20,38,East_exit,38,26
dl_20,39,West_exit,39,26
dl_20,40,West_exit,40,26
dl_21,3,,,
dl_21,3,West_exit,3,2
dl_21,4,East_exit,4,3
dl_21,2,East_exit,2,2
dl_21,5,West_exit,5,3
dl_22,2,,,
dl_22,11,East_exit,11,8
dl_22,12,West_exit,12,8
dl_22,13,West_exit,13,8
dl_23,2,,,
dl_23,17,West_exit,17,11
dl_23,15,East_exit,15,11
dl_23,16,East_exit,16,11
dl_24,2,,,
dl_24,32,West_exit,32,21
dl_24,30,East_exit,30,21
dl_24,31,East_exit,31,21
dl_25,2,,,
dl_25,29,West_exit,29,19
dl_25,27,East_exit,27,19
dl_25,28,East_exit,28,19
dl_26,2,,,
dl_26,26,West_exit,26,17
dl_26,24,East_exit,24,17
dl_26,25,East_exit,25,17
dl_27,3,,,
dl_27,36,West_exit,36,24
dl_27,37,East_exit,37,25
dl_27,35,East_exit,35,24
dl_27,38,West_exit,38,25
dl_28,2,,,
dl_28,8,East_exit,8,6
dl_28,9,West_exit,9,6
dl_28,10,West_exit,10,6
dl_29,5,,,
dl_29,6,West_exit,6,4
dl_29,7,East_exit,7,5
dl_29,8,West_exit,8,5
dl_29,3,West_exit,3,2
dl_29,4,East_exit,4,3
dl_29,2,East_exit,2,2
dl_30,3,,,
dl_30,21,East_exit,21,15
dl_30,22,West_exit,22,14
dl_30,20,East_exit,20,14
dl_30,23,West_exit,23,15
dl_31,3,,,
dl_31,39,East_exit,39,27
dl_31,40,West_exit,40,26
dl_31,38,East_exit,38,26
dl_31,41,West_exit,41,27
dl_32,2,,,
dl_32,20,East_exit,20,14
dl_32,21,West_exit,21,14
dl_32,22,West_exit,22,14
dl_33,3,,,
dl_33,24,East_exit,24,17
dl_33,25,West_exit,25,16
dl_33,23,East_exit,23,16
dl_33,26,West_exit,26,17
dl_34,2,,,
dl_34,35,West_exit,35,23
dl_34,33,East_exit,33,23
dl_34,34,East_exit,34,23
dl_35,2,,,
dl_35,32,East_exit,32,22
dl_35,33,West_exit,33,22
dl_35,34,West_exit,34,22
dl_36,3,,,
dl_36,18,East_exit,18,13
dl_36,19,West_exit,19,12
dl_36,20,West_exit,20,13
dl_36,17,East_exit,17,12
dl_37,3,,,
dl_37,21,West_exit,21,14
dl_37,22,East_exit,22,15
dl_37,23,West_exit,23,15
dl_37,20,East_exit,20,14
dl_38,2,,,
dl_38,41,East_exit,41,28
dl_38,42,West_exit,42,28
dl_38,43,West_exit,43,28
dl_39,2,,,
dl_39,23,West_exit,23,15
dl_39,21,East_exit,21,15
dl_39,22,East_exit,22,15
dl_40,3,,,
dl_40,24,West_exit,24,16
dl_40,25,East_exit,25,17
dl_40,26,West_exit,26,17
dl_40,23,East_exit,23,16
dl_41,5,,,
dl_41,24,West_exit,24,16
dl_41,25,East_exit,25,17
dl_41,26,West_exit,26,17
dl_41,21,West_exit,21,14
dl_41,22,East_exit,22,15
dl_41,20,East_exit,20,14
dl_42,3,,,
dl_42,27,West_exit,27,18
dl_42,28,East_exit,28,19
dl_42,29,West_exit,29,19
dl_42,26,East_exit,26,18
dl_43,3,,,
dl_43,30,West_exit,30,20
dl_43,31,East_exit,31,21
dl_43,32,West_exit,32,21
dl_43,29,East_exit,29,20
dl_44,3,,,
dl_44,12,West_exit,12,8
dl_44,13,East_exit,13,9
dl_44,14,West_exit,14,9
dl_44,11,East_exit,11,8
dl_45,5,,,
dl_45,3,East_exit,3,3
dl_45,4,West_exit,4,2
dl_45,2,East_exit,2,2
dl_45,6,West_exit,6,4
dl_45,7,East_exit,7,5
dl_45,8,West_exit,8,5
dl_46,7,,,
dl_46,9,West_exit,9,6
dl_46,10,East_exit,10,7
dl_46,11,West_exit,11,7
dl_46,3,East_exit,3,3
dl_46,4,West_exit,4,2
dl_46,2,East_exit,2,2
dl_46,6,West_exit,6,4
dl_46,7,East_exit,7,5
dl_47,5,,,
dl_47,12,West_exit,12,8
dl_47,13,East_exit,13,9
dl_47,14,West_exit,14,9
dl_47,9,West_exit,9,6
dl_47,10,East_exit,10,7
dl_47,8,East_exit,8,6
dl_48,9,,,
dl_48,5,East_exit,5,4
dl_48,12,West_exit,12,8
dl_48,13,East_exit,13,9
dl_48,14,West_exit,14,9
dl_48,9,West_exit,9,6
dl_48,10,East_exit,10,7
dl_48,6,West_exit,6,4
dl_48,7,East_exit,7,5
dl_48,3,East_exit,3,3
dl_48,4,East_exit,4,3
dl_49,7,,,
dl_49,12,West_exit,12,8
dl_49,13,East_exit,13,9
dl_49,14,West_exit,14,9
dl_49,9,West_exit,9,6
dl_49,10,East_exit,10,7
dl_49,6,West_exit,6,4
dl_49,7,East_exit,7,5
dl_49,5,East_exit,5,4
dl_50,9,,,
dl_50,12,West_exit,12,8
dl_50,13,East_exit,13,9
dl_50,14,West_exit,14,9
dl_50,9,West_exit,9,6
dl_50,10,East_exit,10,7
dl_50,3,East_exit,3,3
dl_50,4,West_exit,4,2
dl_50,2,East_exit,2,2
dl_50,6,West_exit,6,4
dl_50,7,East_exit,7,5
dl_51,3,,,
dl_51,18,West_exit,18,12
dl_51,19,East_exit,19,13
dl_51,20,West_exit,20,13
dl_51,17,East_exit,17,12
dl_52,2,,,
dl_52,35,East_exit,35,24
dl_52,36,West_exit,36,24
dl_52,37,West_exit,37,24
dl_53,2,,,
dl_53,11,West_exit,11,7
dl_53,9,East_exit,9,7
dl_53,10,East_exit,10,7
dl_54,2,,,
dl_54,17,East_exit,17,12
dl_54,18,West_exit,18,12
dl_54,19,West_exit,19,12
dl_55,3,,,
dl_55,36,East_exit,36,25
dl_55,37,West_exit,37,24
dl_55,35,East_exit,35,24
dl_55,38,West_exit,38,25
dl_56,2,,,
dl_56,44,East_exit,44,30
dl_56,45,West_exit,45,30
dl_56,46,West_exit,46,30
dl_57,3,,,
dl_57,9,East_exit,9,7
dl_57,10,West_exit,10,6
dl_57,11,West_exit,11,7
dl_57,8,East_exit,8,6
dl_58,3,,,
dl_58,15,West_exit,15,10
dl_58,16,East_exit,16,11
dl_58,17,West_exit,17,11
dl_58,14,East_exit,14,10
dl_59,5,,,
dl_59,18,West_exit,18,12
dl_59,19,East_exit,19,13
dl_59,17,East_exit,17,12
dl_59,21,East_exit,21,15
dl_59,22,West_exit,22,14
dl_59,23,West_exit,23,15
dl_60,5,,,
dl_60,18,West_exit,18,12
dl_60,19,East_exit,19,13
dl_60,20,West_exit,20,13
dl_60,15,West_exit,15,10
dl_60,16,East_exit,16,11
dl_60,14,East_exit,14,10
dl_61,7,,,
dl_61,18,West_exit,18,12
dl_61,19,East_exit,19,13
dl_61,15,West_exit,15,10
dl_61,16,East_exit,16,11
dl_61,14,East_exit,14,10
dl_61,21,East_exit,21,15
dl_61,22,West_exit,22,14
dl_61,23,West_exit,23,15
dl_62,5,,,
dl_62,17,West_exit,17,11
dl_62,15,West_exit,15,10
dl_62,16,East_exit,16,11
dl_62,12,West_exit,12,8
dl_62,13,East_exit,13,9
dl_62,11,East_exit,11,8
dl_63,7,,,
dl_63,18,West_exit,18,12
dl_63,19,East_exit,19,13
dl_63,20,West_exit,20,13
dl_63,15,West_exit,15,10
dl_63,16,East_exit,16,11
dl_63,12,West_exit,12,8
dl_63,13,East_exit,13,9
dl_63,11,East_exit,11,8
dl_64,9,,,
dl_64,18,West_exit,18,12
dl_64,19,East_exit,19,13
dl_64,21,East_exit,21,15
dl_64,22,West_exit,22,14
dl_64,23,West_exit,23,15
dl_64,15,West_exit,15,10
dl_64,16,East_exit,16,11
dl_64,12,West_exit,12,8
dl_64,13,East_exit,13,9
dl_64,11,East_exit,11,8
dl_65,12,,,
dl_65,17,West_exit,17,11
dl_65,15,West_exit,15,10
dl_65,16,East_exit,16,11
dl_65,5,East_exit,5,4
dl_65,9,West_exit,9,6
dl_65,10,East_exit,10,7
dl_65,8,East_exit,8,6
dl_65,6,West_exit,6,4
dl_65,7,East_exit,7,5
dl_65,3,East_exit,3,3
dl_65,4,East_exit,4,3
dl_65,12,West_exit,12,8
dl_65,13,East_exit,13,9
dl_66,10,,,
dl_66,17,West_exit,17,11
dl_66,15,West_exit,15,10
dl_66,16,East_exit,16,11
dl_66,9,West_exit,9,6
dl_66,10,East_exit,10,7
dl_66,8,East_exit,8,6
dl_66,6,West_exit,6,4
dl_66,7,East_exit,7,5
dl_66,5,East_exit,5,4
dl_66,12,West_exit,12,8
dl_66,13,East_exit,13,9
dl_67,7,,,
dl_67,15,West_exit,15,10
dl_67,16,East_exit,16,11
dl_67,17,West_exit,17,11
dl_67,12,West_exit,12,8
