constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id
dl_0,2,,,
dl_0,14,East_exit,14,10
dl_0,15,West_exit,15,10
dl_0,16,West_exit,16,10
dl_1,3,,,
dl_1,15,East_exit,15,11
dl_1,16,West_exit,16,10
dl_1,14,East_exit,14,10
dl_1,17,West_exit,17,11
dl_2,3,,,
dl_2,12,East_exit,12,9
dl_2,13,West_exit,13,8
dl_2,11,East_exit,11,8
dl_2,14,West_exit,14,9
dl_3,3,,,
dl_3,9,East_exit,9,7
dl_3,10,West_exit,10,6
dl_3,8,East_exit,8,6
dl_3,11,West_exit,11,7
dl_4,3,,,
dl_4,6,West_exit,6,4
dl_4,7,East_exit,7,5
dl_4,5,East_exit,5,4
dl_4,8,West_exit,8,5
dl_5,5,,,
dl_5,9,East_exit,9,7
dl_5,10,West_exit,10,6
dl_5,11,West_exit,11,7
dl_5,6,West_exit,6,4
dl_5,7,East_exit,7,5
dl_5,5,East_exit,5,4
dl_6,3,,,
dl_6,3,West_exit,3,2
dl_6,4,East_exit,4,3
dl_6,2,East_exit,2,2
dl_6,5,West_exit,5,3
dl_7,5,,,
dl_7,6,West_exit,6,4
dl_7,7,East_exit,7,5
dl_7,8,West_exit,8,5
dl_7,3,West_exit,3,2
dl_7,4,East_exit,4,3
dl_7,2,East_exit,2,2
dl_8,7,,,
dl_8,9,East_exit,9,7
dl_8,10,West_exit,10,6
dl_8,11,West_exit,11,7
dl_8,3,West_exit,3,2
dl_8,4,East_exit,4,3
dl_8,2,East_exit,2,2
dl_8,6,West_exit,6,4
dl_8,7,East_exit,7,5
dl_9,5,,,
dl_9,9,East_exit,9,7
dl_9,10,West_exit,10,6
dl_9,8,East_exit,8,6
dl_9,12,East_exit,12,9
dl_9,13,West_exit,13,8
dl_9,14,West_exit,14,9
dl_10,7,,,
dl_10,9,East_exit,9,7
dl_10,10,West_exit,10,6
dl_10,12,East_exit,12,9
dl_10,13,West_exit,13,8
dl_10,14,West_exit,14,9
dl_10,6,West_exit,6,4
dl_10,7,East_exit,7,5
dl_10,5,East_exit,5,4
dl_11,9,,,
dl_11,9,East_exit,9,7
dl_11,10,West_exit,10,6
dl_11,12,East_exit,12,9
dl_11,13,West_exit,13,8
dl_11,14,West_exit,14,9
dl_11,6,West_exit,6,4
dl_11,7,East_exit,7,5
dl_11,3,West_exit,3,2
dl_11,4,East_exit,4,3
dl_11,2,East_exit,2,2
dl_12,5,,,
dl_12,12,East_exit,12,9
dl_12,13,West_exit,13,8
dl_12,11,East_exit,11,8
dl_12,15,East_exit,15,11
dl_12,16,West_exit,16,10
dl_12,17,West_exit,17,11
dl_13,7,,,
dl_13,9,East_exit,9,7
dl_13,10,West_exit,10,6
dl_13,8,East_exit,8,6
dl_13,15,East_exit,15,11
dl_13,16,West_exit,16,10
dl_13,17,West_exit,17,11
dl_13,12,East_exit,12,9
dl_13,13,West_exit,13,8
dl_14,9,,,
dl_14,9,East_exit,9,7
dl_14,10,West_exit,10,6
dl_14,15,East_exit,15,11
dl_14,16,West_exit,16,10
dl_14,17,West_exit,17,11
dl_14,12,East_exit,12,9
dl_14,13,West_exit,13,8
dl_14,6,West_exit,6,4
dl_14,7,East_exit,7,5
dl_14,5,East_exit,5,4
dl_15,11,,,
dl_15,9,East_exit,9,7
dl_15,10,West_exit,10,6
dl_15,15,East_exit,15,11
dl_15,16,West_exit,16,10
dl_15,17,West_exit,17,11
dl_15,12,East_exit,12,9
dl_15,13,West_exit,13,8
dl_15,6,West_exit,6,4
dl_15,7,East_exit,7,5
dl_15,3,West_exit,3,2
dl_15,4,East_exit,4,3
dl_15,2,East_exit,2,2
dl_16,2,,,
dl_16,14,West_exit,14,9
dl_16,12,East_exit,12,9
dl_16,13,East_exit,13,9
dl_17,3,,,
dl_17,3,East_exit,3,3
dl_17,4,West_exit,4,2
dl_17,2,East_exit,2,2
dl_17,5,West_exit,5,3
dl_18,3,,,
