constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id
dl_0,3,,,
dl_0,6,West_exit,6,4
dl_0,7,East_exit,7,5
dl_0,8,West_exit,8,5
dl_0,5,East_exit,5,4
dl_1,3,,,
dl_1,3,West_exit,3,2
dl_1,4,East_exit,4,3
dl_1,5,West_exit,5,3
dl_1,2,East_exit,2,2
dl_2,2,,,
dl_2,23,West_exit,23,15
dl_2,21,East_exit,21,15
dl_2,22,East_exit,22,15
dl_3,2,,,
dl_3,32,West_exit,32,21
dl_3,30,East_exit,30,21
dl_3,31,East_exit,31,21
dl_4,2,,,
dl_4,5,West_exit,5,3
dl_4,3,East_exit,3,3
dl_4,4,East_exit,4,3
dl_5,2,,,
dl_5,11,East_exit,11,8
dl_5,12,West_exit,12,8
dl_5,13,West_exit,13,8
dl_6,2,,,
dl_6,8,West_exit,8,5
dl_6,6,East_exit,6,5
dl_6,7,East_exit,7,5
dl_7,2,,,
dl_7,29,West_exit,29,19
dl_7,27,East_exit,27,19
dl_7,28,East_exit,28,19
dl_8,2,,,
dl_8,26,West_exit,26,17
dl_8,24,East_exit,24,17
dl_8,25,East_exit,25,17
dl_9,2,,,
dl_9,20,West_exit,20,13
dl_9,18,East_exit,18,13
dl_9,19,East_exit,19,13
dl_10,2,,,
dl_10,17,West_exit,17,11
dl_10,15,East_exit,15,11
dl_10,16,East_exit,16,11
dl_11,3,,,
dl_11,21,West_exit,21,14
dl_11,22,East_exit,22,15
dl_11,23,West_exit,23,15
dl_11,20,East_exit,20,14
dl_12,3,,,
dl_12,24,East_exit,24,17
dl_12,25,West_exit,25,16
dl_12,23,East_exit,23,16
dl_12,26,West_exit,26,17
dl_13,2,,,
dl_13,8,East_exit,8,6
dl_13,9,West_exit,9,6
dl_13,10,West_exit,10,6
dl_14,3,,,
dl_14,30,West_exit,30,20
dl_14,31,East_exit,31,21
dl_14,29,East_exit,29,20
dl_14,32,West_exit,32,21
dl_15,3,,,
dl_15,6,East_exit,6,5
dl_15,7,West_exit,7,4
dl_15,5,East_exit,5,4
dl_15,8,West_exit,8,5
dl_16,3,,,
dl_16,3,East_exit,3,3
dl_16,4,West_exit,4,2
dl_16,2,East_exit,2,2
dl_16,5,West_exit,5,3
dl_17,2,,,
dl_17,14,West_exit,14,9
dl_17,12,East_exit,12,9
dl_17,13,East_exit,13,9
dl_18,2,,,
dl_18,11,West_exit,11,7
dl_18,9,East_exit,9,7
dl_18,10,East_exit,10,7
dl_19,3,,,
dl_19,12,West_exit,12,8
dl_19,13,East_exit,13,9
dl_19,14,West_exit,14,9
dl_19,11,East_exit,11,8
dl_20,3,,,
dl_20,15,West_exit,15,10
dl_20,16,East_exit,16,11
dl_20,17,West_exit,17,11
dl_20,14,East_exit,14,10
dl_21,5,,,
dl_21,15,West_exit,15,10
dl_21,16,East_exit,16,11
dl_21,17,West_exit,17,11
dl_21,12,West_exit,12,8
dl_21,13,East_exit,13,9
dl_21,11,East_exit,11,8
dl_22,4,,,
dl_22,12,West_exit,12,8
dl_22,13,East_exit,13,9
dl_22,14,West_exit,14,9
dl_22,9,East_exit,9,7
dl_22,10,East_exit,10,7
dl_23,6,,,
dl_23,15,West_exit,15,10
dl_23,16,East_exit,16,11
dl_23,17,West_exit,17,11
dl_23,12,West_exit,12,8
dl_23,13,East_exit,13,9
dl_23,9,East_exit,9,7
dl_23,10,East_exit,10,7
dl_24,3,,,
dl_24,9,West_exit,9,6
