constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id
dl_0,2,,,
dl_0,44,West_exit,44,29
dl_0,42,East_exit,42,29
dl_0,43,East_exit,43,29
dl_1,2,,,
dl_1,41,West_exit,41,27
dl_1,39,East_exit,39,27
dl_1,40,East_exit,40,27
dl_2,2,,,
dl_2,11,East_exit,11,8
dl_2,12,West_exit,12,8
dl_2,13,West_exit,13,8
dl_3,3,,,
dl_3,3,West_exit,3,2
dl_3,4,East_exit,4,3
dl_3,5,West_exit,5,3
dl_3,2,East_exit,2,2
dl_4,2,,,
dl_4,8,West_exit,8,5
dl_4,6,East_exit,6,5
dl_4,7,East_exit,7,5
dl_5,2,,,
dl_5,5,West_exit,5,3
dl_5,3,East_exit,3,3
dl_5,4,East_exit,4,3
dl_6,3,,,
dl_6,45,West_exit,45,30
dl_6,46,East_exit,46,31
dl_6,44,East_exit,44,30
dl_6,47,West_exit,47,31
dl_7,2,,,
dl_7,29,West_exit,29,19
dl_7,27,East_exit,27,19
dl_7,28,East_exit,28,19
dl_8,2,,,
dl_8,47,West_exit,47,31
dl_8,45,East_exit,45,31
dl_8,46,East_exit,46,31
dl_9,3,,,
dl_9,6,West_exit,6,4
dl_9,7,East_exit,7,5
dl_9,8,West_exit,8,5
dl_9,5,East_exit,5,4
dl_10,3,,,
dl_10,45,East_exit,45,31
dl_10,46,West_exit,46,30
dl_10,44,East_exit,44,30
dl_10,47,West_exit,47,31
dl_11,3,,,
dl_11,3,East_exit,3,3
dl_11,4,West_exit,4,2
dl_11,5,West_exit,5,3
dl_11,2,East_exit,2,2
dl_12,3,,,
dl_12,21,West_exit,21,14
dl_12,22,East_exit,22,15
dl_12,23,West_exit,23,15
dl_12,20,East_exit,20,14
dl_13,2,,,
dl_13,17,West_exit,17,11
dl_13,15,East_exit,15,11
dl_13,16,East_exit,16,11
dl_14,2,,,
dl_14,38,West_exit,38,25
dl_14,36,East_exit,36,25
dl_14,37,East_exit,37,25
dl_15,2,,,
dl_15,23,West_exit,23,15
dl_15,21,East_exit,21,15
dl_15,22,East_exit,22,15
dl_16,2,,,
dl_16,38,East_exit,38,26
dl_16,39,West_exit,39,26
dl_16,40,West_exit,40,26
dl_17,3,,,
dl_17,6,East_exit,6,5
dl_17,7,West_exit,7,4
dl_17,5,East_exit,5,4
dl_17,8,West_exit,8,5
dl_18,2,,,
dl_18,8,East_exit,8,6
dl_18,9,West_exit,9,6
dl_18,10,West_exit,10,6
dl_19,3,,,
dl_19,9,West_exit,9,6
dl_19,10,East_exit,10,7
dl_19,11,West_exit,11,7
dl_19,8,East_exit,8,6
dl_20,2,,,
dl_20,26,West_exit,26,17
dl_20,24,East_exit,24,17
dl_20,25,East_exit,25,17
