constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id
dl_0,2,,,
dl_0,14,West_exit,14,9
dl_0,12,East_exit,12,9
dl_0,13,East_exit,13,9
dl_1,3,,,
dl_1,15,West_exit,15,10
dl_1,16,East_exit,16,11
dl_1,17,West_exit,17,11
dl_1,14,East_exit,14,10
dl_2,2,,,
dl_2,14,East_exit,14,10
dl_2,15,West_exit,15,10
dl_2,16,West_exit,16,10
dl_3,2,,,
dl_3,5,West_exit,5,3
dl_3,3,East_exit,3,3
dl_3,4,East_exit,4,3
dl_4,3,,,
dl_4,3,West_exit,3,2
dl_4,4,East_exit,4,3
dl_4,5,West_exit,5,3
dl_4,2,East_exit,2,2
dl_5,3,,,
dl_5,15,East_exit,15,11
dl_5,16,West_exit,16,10
dl_5,14,East_exit,14,10
dl_5,17,West_exit,17,11
dl_6,2,,,
dl_6,8,East_exit,8,6
dl_6,9,West_exit,9,6
dl_6,10,West_exit,10,6
dl_7,2,,,
dl_7,11,East_exit,11,8
dl_7,12,West_exit,12,8
dl_7,13,West_exit,13,8
dl_8,3,,,
dl_8,12,East_exit,12,9
dl_8,13,West_exit,13,8
dl_8,11,East_exit,11,8
dl_8,14,West_exit,14,9
dl_9,3,,,
dl_9,9,East_exit,9,7
dl_9,10,West_exit,10,6
dl_9,8,East_exit,8,6
dl_9,11,West_exit,11,7
dl_10,3,,,
dl_10,6,East_exit,6,5
dl_10,7,West_exit,7,4
dl_10,5,East_exit,5,4
dl_10,8,West_exit,8,5
dl_11,5,,,
dl_11,12,East_exit,12,9
dl_11,13,West_exit,13,8
dl_11,11,East_exit,11,8
dl_11,15,East_exit,15,11
dl_11,16,West_exit,16,10
dl_11,17,West_exit,17,11
dl_12,3,,,
dl_12,6,West_exit,6,4
dl_12,7,East_exit,7,5
dl_12,8,West_exit,8,5
dl_12,5,East_exit,5,4
dl_13,2,,,
dl_13,8,West_exit,8,5
dl_13,6,East_exit,6,5
dl_13,7,East_exit,7,5
dl_14,3,,,
dl_14,3,East_exit,3,3
dl_14,4,West_exit,4,2
dl_14,2,East_exit,2,2
dl_14,5,West_exit,5,3
dl_15,3,,,
dl_15,9,West_exit,9,6
dl_15,10,East_exit,10,7
dl_15,11,West_exit,11,7
dl_15,8,East_exit,8,6
dl_16,5,,,
dl_16,9,West_exit,9,6
dl_16,10,East_exit,10,7
dl_16,11,West_exit,11,7
dl_16,6,West_exit,6,4
dl_16,7,East_exit,7,5
dl_16,5,East_exit,5,4
dl_17,4,,,
dl_17,6,West_exit,6,4
dl_17,7,East_exit,7,5
dl_17,8,West_exit,8,5
dl_17,3,East_exit,3,3
dl_17,4,East_exit,4,3
dl_18,6,,,
dl_18,9,West_exit,9,6
dl_18,10,East_exit,10,7
dl_18,11,West_exit,11,7
dl_18,6,West_exit,6,4
dl_18,7,East_exit,7,5
dl_18,3,East_exit,3,3
dl_18,4,East_exit,4,3
dl_19,3,,,
dl_19,12,West_exit,12,8
dl_19,13,East_exit,13,9
dl_19,14,West_exit,14,9
dl_19,11,East_exit,11,8
dl_20,5,,,
dl_20,12,West_exit,12,8
dl_20,13,East_exit,13,9
dl_20,11,East_exit,11,8
dl_20,15,East_exit,15,11
dl_20,16,West_exit,16,10
dl_20,17,West_exit,17,11
dl_21,5,,,
dl_21,12,West_exit,12,8
dl_21,13,East_exit,13,9
dl_21,14,West_exit,14,9
dl_21,9,West_exit,9,6
dl_21,10,East_exit,10,7
dl_21,8,East_exit,8,6
dl_22,9,,,
dl_22,5,East_exit,5,4
dl_22,12,West_exit,12,8
dl_22,13,East_exit,13,9
dl_22,14,West_exit,14,9
dl_22,9,West_exit,9,6
dl_22,10,East_exit,10,7
dl_22,6,West_exit,6,4
dl_22,7,East_exit,7,5
dl_22,3,East_exit,3,3
dl_22,4,East_exit,4,3
dl_23,7,,,
dl_23,12,West_exit,12,8
dl_23,13,East_exit,13,9
dl_23,14,West_exit,14,9
dl_23,9,West_exit,9,6
dl_23,10,East_exit,10,7
dl_23,6,West_exit,6,4
dl_23,7,East_exit,7,5
dl_23,5,East_exit,5,4
dl_24,8,,,
dl_24,12,West_exit,12,8
dl_24,13,East_exit,13,9
dl_24,14,West_exit,14,9
dl_24,9,West_exit,9,6
dl_24,10,East_exit,10,7
dl_24,6,West_exit,6,4
dl_24,7,East_exit,7,5
dl_24,3,East_exit,3,3
dl_24,4,East_exit,4,3
dl_25,2,,,
dl_25,11,West_exit,11,7
dl_25,9,East_exit,9,7
dl_25,10,East_exit,10,7
dl_26,2,,,
dl_26,5,East_exit,5,4
dl_26,6,West_exit,6,4
dl_26,7,West_exit,7,4
dl_27,2,,,
dl_27,17,West_exit,17,11
dl_27,15,East_exit,15,11
dl_27,16,East_exit,16,11
dl_28,5,,,
dl_28,6,West_exit,6,4
dl_28,7,East_exit,7,5
dl_28,8,West_exit,8,5
dl_28,3,West_exit,3,2
dl_28,4,East_exit,4,3
dl_28,2,East_exit,2,2
dl_29,7,,,
dl_29,9,West_exit,9,6
dl_29,10,East_exit,10,7
dl_29,11,West_exit,11,7
dl_29,3,West_exit,3,2
dl_29,4,East_exit,4,3
dl_29,2,East_exit,2,2
dl_29,6,West_exit,6,4
dl_29,7,East_exit,7,5
dl_30,4,,,
dl_30,9,West_exit,9,6
dl_30,10,East_exit,10,7
dl_30,11,West_exit,11,7
dl_30,6,East_exit,6,5
dl_30,7,East_exit,7,5
dl_31,5,,,
dl_31,3,East_exit,3,3
dl_31,4,West_exit,4,2
dl_31,2,East_exit,2,2
dl_31,6,East_exit,6,5
dl_31,7,West_exit,7,4
dl_31,8,West_exit,8,5
dl_32,5,,,
dl_32,6,East_exit,6,5
dl_32,7,West_exit,7,4
dl_32,5,East_exit,5,4
dl_32,9,East_exit,9,7
dl_32,10,West_exit,10,6
dl_32,11,West_exit,11,7
dl_33,7,,,
dl_33,3,East_exit,3,3
dl_33,4,West_exit,4,2
dl_33,2,East_exit,2,2
dl_33,9,East_exit,9,7
dl_33,10,West_exit,10,6
dl_33,11,West_exit,11,7
dl_33,6,East_exit,6,5
dl_33,7,West_exit,7,4
dl_34,5,,,
dl_34,6,West_exit,6,4
dl_34,7,East_exit,7,5
dl_34,5,East_exit,5,4
dl_34,9,East_exit,9,7
dl_34,10,West_exit,10,6
dl_34,11,West_exit,11,7
dl_35,5,,,
dl_35,15,West_exit,15,10
dl_35,16,East_exit,16,11
dl_35,17,West_exit,17,11
dl_35,12,West_exit,12,8
dl_35,13,East_exit,13,9
dl_35,11,East_exit,11,8
dl_36,5,,,
dl_36,3,East_exit,3,3
dl_36,4,West_exit,4,2
dl_36,2,East_exit,2,2
dl_36,6,West_exit,6,4
dl_36,7,East_exit,7,5
dl_36,8,West_exit,8,5
dl_37,7,,,
dl_37,9,West_exit,9,6
dl_37,10,East_exit,10,7
dl_37,11,West_exit,11,7
dl_37,3,East_exit,3,3
dl_37,4,West_exit,4,2
dl_37,2,East_exit,2,2
dl_37,6,West_exit,6,4
dl_37,7,East_exit,7,5
dl_38,7,,,
dl_38,6,West_exit,6,4
dl_38,7,East_exit,7,5
dl_38,3,West_exit,3,2
dl_38,4,East_exit,4,3
dl_38,2,East_exit,2,2
dl_38,9,East_exit,9,7
dl_38,10,West_exit,10,6
dl_38,11,West_exit,11,7
dl_39,5,,,
dl_39,9,East_exit,9,7
dl_39,10,West_exit,10,6
dl_39,8,East_exit,8,6
dl_39,12,East_exit,12,9
dl_39,13,West_exit,13,8
dl_39,14,West_exit,14,9
dl_40,7,,,
dl_40,6,West_exit,6,4
dl_40,7,East_exit,7,5
dl_40,5,East_exit,5,4
dl_40,9,East_exit,9,7
dl_40,10,West_exit,10,6
dl_40,12,East_exit,12,9
dl_40,13,West_exit,13,8
dl_40,14,West_exit,14,9
dl_41,9,,,
dl_41,6,West_exit,6,4
dl_41,7,East_exit,7,5
dl_41,3,West_exit,3,2
dl_41,4,East_exit,4,3
dl_41,2,East_exit,2,2
dl_41,12,East_exit,12,9
dl_41,13,West_exit,13,8
dl_41,14,West_exit,14,9
dl_41,9,East_exit,9,7
dl_41,10,West_exit,10,6
dl_42,5,,,
dl_42,3,West_exit,3,2
dl_42,4,East_exit,4,3
dl_42,2,East_exit,2,2
dl_42,6,East_exit,6,5
dl_42,7,West_exit,7,4
dl_42,8,West_exit,8,5
dl_43,7,,,
dl_43,3,West_exit,3,2
dl_43,4,East_exit,4,3
dl_43,2,East_exit,2,2
dl_43,9,East_exit,9,7
dl_43,10,West_exit,10,6
dl_43,11,West_exit,11,7
dl_43,6,East_exit,6,5
dl_43,7,West_exit,7,4
dl_44,7,,,
dl_44,6,East_exit,6,5
dl_44,7,West_exit,7,4
dl_44,5,East_exit,5,4
dl_44,12,East_exit,12,9
dl_44,13,West_exit,13,8
dl_44,14,West_exit,14,9
dl_44,9,East_exit,9,7
dl_44,10,West_exit,10,6
dl_45,9,,,
dl_45,3,West_exit,3,2
dl_45,4,East_exit,4,3
dl_45,2,East_exit,2,2
dl_45,6,East_exit,6,5
dl_45,7,West_exit,7,4
dl_45,12,East_exit,12,9
dl_45,13,West_exit,13,8
dl_45,14,West_exit,14,9
dl_45,9,East_exit,9,7
dl_45,10,West_exit,10,6
dl_46,7,,,
dl_46,9,East_exit,9,7
dl_46,10,West_exit,10,6
dl_46,8,East_exit,8,6
dl_46,15,East_exit,15,11
dl_46,16,West_exit,16,10
dl_46,17,West_exit,17,11
dl_46,12,East_exit,12,9
dl_46,13,West_exit,13,8
dl_47,9,,,
dl_47,6,West_exit,6,4
dl_47,7,East_exit,7,5
dl_47,5,East_exit,5,4
dl_47,9,East_exit,9,7
dl_47,10,West_exit,10,6
dl_47,12,East_exit,12,9
dl_47,13,West_exit,13,8
dl_47,15,East_exit,15,11
dl_47,16,West_exit,16,10
dl_47,17,West_exit,17,11
dl_48,11,,,
dl_48,6,West_exit,6,4
dl_48,7,East_exit,7,5
dl_48,3,West_exit,3,2
dl_48,4,East_exit,4,3
dl_48,2,East_exit,2,2
dl_48,9,East_exit,9,7
dl_48,10,West_exit,10,6
dl_48,15,East_exit,15,11
dl_48,16,West_exit,16,10
dl_48,17,West_exit,17,11
dl_48,12,East_exit,12,9
dl_48,13,West_exit,13,8
