constraint_id,segment_id/occupancy_limit,terminal,front_signal_segment_id,front_signal_head_node_id
dl_0,2,,,
dl_0,14,East_exit,14,10
dl_0,15,West_exit,15,10
dl_0,16,West_exit,16,10
dl_1,3,,,
dl_1,3,West_exit,3,2
dl_1,4,East_exit,4,3
dl_1,5,West_exit,5,3
dl_1,2,East_exit,2,2
dl_2,2,,,
dl_2,32,West_exit,32,21
dl_2,30,East_exit,30,21
dl_2,31,East_exit,31,21
dl_3,2,,,
dl_3,29,West_exit,29,19
dl_3,27,East_exit,27,19
dl_3,28,East_exit,28,19
dl_4,2,,,
dl_4,26,West_exit,26,17
dl_4,24,East_exit,24,17
dl_4,25,East_exit,25,17
dl_5,2,,,
dl_5,23,West_exit,23,15
dl_5,21,East_exit,21,15
dl_5,22,East_exit,22,15
dl_6,2,,,
dl_6,17,East_exit,17,12
dl_6,18,West_exit,18,12
dl_6,19,West_exit,19,12
dl_7,3,,,
dl_7,6,East_exit,6,5
dl_7,7,West_exit,7,4
dl_7,5,East_exit,5,4
dl_7,8,West_exit,8,5
dl_8,2,,,
dl_8,5,East_exit,5,4
dl_8,6,West_exit,6,4
dl_8,7,West_exit,7,4
dl_9,2,,,
dl_9,8,East_exit,8,6
dl_9,9,West_exit,9,6
dl_9,10,West_exit,10,6
dl_10,3,,,
dl_10,6,West_exit,6,4
dl_10,7,East_exit,7,5
dl_10,8,West_exit,8,5
dl_10,5,East_exit,5,4
dl_11,2,,,
dl_11,8,West_exit,8,5
dl_11,6,East_exit,6,5
dl_11,7,East_exit,7,5
dl_12,2,,,
dl_12,17,West_exit,17,11
dl_12,15,East_exit,15,11
dl_12,16,East_exit,16,11
dl_13,2,,,
dl_13,14,West_exit,14,9
dl_13,12,East_exit,12,9
dl_13,13,East_exit,13,9
dl_14,2,,,
dl_14,11,West_exit,11,7
dl_14,9,East_exit,9,7
dl_14,10,East_exit,10,7
dl_15,2,,,
dl_15,11,East_exit,11,8
dl_15,12,West_exit,12,8
dl_15,13,West_exit,13,8
dl_16,2,,,
dl_16,20,West_exit,20,13
dl_16,18,East_exit,18,13
dl_16,19,East_exit,19,13
dl_17,2,,,
dl_17,5,West_exit,5,3
dl_17,3,East_exit,3,3
dl_17,4,East_exit,4,3
dl_18,3,,,
dl_18,30,West_exit,30,20
dl_18,31,East_exit,31,21
dl_18,29,East_exit,29,20
dl_18,32,West_exit,32,21
dl_19,2,,,
dl_19,23,East_exit,23,16
dl_19,24,West_exit,24,16
dl_19,25,West_exit,25,16
dl_20,2,,,
dl_20,26,East_exit,26,18
dl_20,27,West_exit,27,18
dl_20,28,West_exit,28,18
dl_21,3,,,
dl_21,24,East_exit,24,17
dl_21,25,West_exit,25,16
dl_21,23,East_exit,23,16
dl_21,26,West_exit,26,17
dl_22,3,,,
dl_22,3,East_exit,3,3
dl_22,4,West_exit,4,2
dl_22,2,East_exit,2,2
dl_22,5,West_exit,5,3
dl_23,5,,,
dl_23,6,West_exit,6,4
dl_23,7,East_exit,7,5
dl_23,8,West_exit,8,5
dl_23,3,West_exit,3,2
dl_23,4,East_exit,4,3
dl_23,2,East_exit,2,2
dl_24,3,,,
dl_24,27,West_exit,27,18
dl_24,28,East_exit,28,19
dl_24,29,West_exit,29,19
dl_24,26,East_exit,26,18
dl_25,3,,,
dl_25,15,West_exit,15,10
dl_25,16,East_exit,16,11
dl_25,17,West_exit,17,11
dl_25,14,East_exit,14,10
dl_26,3,,,
dl_26,18,West_exit,18,12
dl_26,19,East_exit,19,13
dl_26,20,West_exit,20,13
dl_26,17,East_exit,17,12
dl_27,5,,,
dl_27,18,West_exit,18,12
dl_27,19,East_exit,19,13
dl_27,20,West_exit,20,13
dl_27,15,West_exit,15,10
dl_27,16,East_exit,16,11
dl_27,14,East_exit,14,10
dl_28,3,,,
dl_28,21,West_exit,21,14
dl_28,22,East_exit,22,15
dl_28,23,West_exit,23,15
dl_28,20,East_exit,20,14
dl_29,3,,,
